gene_name	Degree	log2FC	padj	pct	pct.dif	Degree_norm_0_100	pct.dif_norm_100	pct_norm_100	padj_log	padj_log_norm_100	log2FC_abs	log2FC_abs_norm_100	score_norm	TF
scube3	1	0.777832039164803	2.0321285522101e-11	0.593	1.71676300578035	0	8.98925525198543	62.7263045793397	10.692044076722	63.0456759160424	0.777832039164803	0.405074408661559	16.8957887695036	NO
shtn1	10	2.82428071872852	2.84510526373735e-19	0.099	6.25	26.4705882352941	33.1835994774865	10.1171458998935	15.6530036598746	99.9958579510081	2.82428071872852	36.3859010001561	35.6956071587151	NO
six3a	3	1.96762996111991	2.20362545015094e-22	0.209	4.03846153846154	5.88235294117647	21.3803950841086	21.8317358892439	15.6535593435227	99.9999967897967	1.96762996111991	21.3241979304466	23.5082171822877	NO
SIX3A	5	1.96762996111991	2.20362545015094e-22	0.209	4.03846153846154	11.7647058823529	21.3803950841086	21.8317358892439	15.6535593435227	99.9999967897967	1.96762996111991	21.3241979304466	26.4493936528759	YES
six3b	5	2.14923182508517	4.7748690821487e-31	0.27	4.04477611940298	11.7647058823529	21.4140966411046	28.3280085197018	15.653559774527	100	2.14923182508517	24.5171366253076	27.6647581644407	NO
SIX3B	5	2.14923182508517	4.7748690821487e-31	0.27	4.04477611940298	11.7647058823529	21.4140966411046	28.3280085197018	15.653559774527	100	2.14923182508517	24.5171366253076	27.6647581644407	YES
six6a	8	3.55664285801556	1.82886918520078e-87	0.281	8.8125	20.5882352941176	46.8599210898136	29.4994675186369	15.653559774527	100	3.55664285801556	49.2623515063475	38.4968351614086	NO
smoc1	3	4.19834631307042	7.90585829546665e-108	0.422	6.82258064516129	5.88235294117647	36.2395202783527	44.5154419595314	15.653559774527	100	4.19834631307042	60.544833676589	33.1036509598974	NO
SOX1B	6	2.6863867932447	2.60334080805678e-33	0.175	6.06896551724138	14.7058823529412	32.217400137339	18.2108626198083	15.653559774527	100	2.6863867932447	33.961438823117	30.4016538740036	YES
sulf1	3	2.81188820474928	1.91786719059249e-111	0.741	3.58454106280193	5.88235294117647	18.957775606434	78.4877529286475	15.653559774527	100	2.81188820474928	36.168014814701	32.1428693893111	NO
tjp1a	2	0.960629565799	0.000293319193960704	0.395	1.584	2.94117647058824	8.2806856655381	41.6400425985091	3.53265951711296	9.7212014264176	0.960629565799	3.61903534150125	9.37820886428987	NO
traf4a	1	1.214812193675	2.57216880800272e-11	0.327	2.21621621621622	0	11.6548875392948	34.3982960596379	10.5896967835789	62.2833735733126	1.214812193675	8.08809491162764	14.5530815104841	NO
vax1	7	4.27305820668357	0	0.654	14.8863636363636	17.6470588235294	79.2767454879899	69.2225772097977	15.653559774527	100	4.27305820668357	61.8584242470547	47.61824777987	NO
VAX1	34	4.27305820668357	0	0.654	14.8863636363636	97.0588235294118	79.2767454879899	69.2225772097977	15.653559774527	100	4.27305820668357	61.8584242470547	87.3241301328112	YES
vax2	6	3.33129624377785	9.56956417611465e-293	0.882	8.33018867924528	14.7058823529412	44.2857768010691	93.5037273695421	15.653559774527	100	3.33129624377785	45.3002890657707	42.7391653310183	NO
VAX2	35	3.33129624377785	9.56956417611465e-293	0.882	8.33018867924528	100	44.2857768010691	93.5037273695421	15.653559774527	100	3.33129624377785	45.3002890657707	85.3862241545477	YES
ZIC2A	15	1.26236602280024	1.10027812875174e-13	0.376	2.19186046511628	41.1764705882353	11.5248984328938	39.6166134185304	12.9576219632719	79.9201361730261	1.26236602280024	8.92419019053861	38.0864650709913	YES
